,CHLOROPHYLL,CHLOROPHYLL_A,CHLOROPHYLL_B,CLOUD_COVER,DEPTH_CLASS,DOC,ID,LATITUDE,LOCATION,LONGITUDE,MISSION,N_TOTAL,N_TOTAL_DISSOLVED,POC,P_ORGANIC,P_TOTAL,SAMPLE_SITE,SAMPLING_DEPTH,SILICA,SPM,TOC,TOTAL_DEPTH,TURBIDITY,WATER_PERIOD,blue_max,blue_mean,blue_median,blue_min,blue_stdDev,count_pixel,datetime,dif_date_point,green_max,green_mean,green_median,green_min,green_stdDev,img_date,nir_max,nir_mean,nir_median,nir_min,nir_stdDev,red_max,red_mean,red_median,red_min,red_stdDev,system_index,dif_date_point_abs,satellite,duplicated
26,1.42,92.44123333333332,"< 0,01",22.92,1,5.614,97,-2.151079,PC,-55.565754,II,0.5322,0.5435,"< 0,001",0.04733533717516637,0.0747681988557901,20,0.2,3.5,34.999999999999986,5.547,4.6,53.2,F,0.0146738576918899,0.0143232592862213,0.0143205871679323,0.0141578267512045,0.0001642933890238,9,2013-09-12 09:00:00,4.20553144675926,0.0277228030615758,0.0275267311619722,0.027519643126716,0.0274072994401903,0.0001042347541681,2013-09-16T13:55:57,0.0107040898876842,0.0103331431818982,0.0104539380174608,0.0102408165071626,0.0001363573368755,0.0241439348256357,0.0236760277167214,0.023660964614585,0.0232516262124309,0.0002599178884805,97_1_BOA_LC08_228061_20130916,4.20553144675926,LD8,True
28,1.62,117.47905,"< 0,01",22.92,1,3.991,98,-2.173808,PD,-55.59809,II,0.3008,0.3056,0.9339999999999997,0.0445190474825975,0.0578023278753205,21,0.2,3.46,36.499999999999936,4.925,4.0,28.85,F,0.0142679645828655,0.0141359074619024,0.0141805808479419,0.0138346316973371,0.0001307881408779,9,2013-09-12 17:30:00,3.851364780092593,0.0274177910444299,0.0271473494725388,0.0272848909887648,0.0265947666849679,0.0002586200297602,2013-09-16T13:55:57,0.0076942853134956,0.0075287829569138,0.0075676950442783,0.0072873232027464,0.0001206001585621,0.0296796964937435,0.0290741287229978,0.0294117402216375,0.0278056472636708,0.0005803532097526,98_1_BOA_LC08_228061_20130916,3.851364780092593,LD8,True
30,0.8863636363636364,21.022080000000003,"< 0,01",22.92,1,3.262,99,-2.116737,PC,-55.692899,II,0.3353,0.2919,0.6080000000000001,"< 0,01",0.0662852633655553,26,0.2,3.22,81.00000000000003,3.87,4.0,94.26363636363635,F,0.0190202817024901,0.0152970232456941,0.0147710193837417,0.0125723504403571,0.0022946506199674,9,2013-09-12 13:30:00,4.01803144675926,0.0276053249771111,0.0238640302971819,0.0246403379721831,0.021704541869311,0.0019054370196561,2013-09-16T13:55:57,0.016630158419328,0.012686109528164,0.0121239355699797,0.0102175715852235,0.0021580725519817,0.0341014182869422,0.0292329824771089,0.0295449215365623,0.0264954626558555,0.002472051670202,99_1_BOA_LC08_228061_20130916,4.01803144675926,LD8,True
36,1.3375,74.50572,6.421440000000013,22.92,1,3.393,102,-2.150581,PC,-55.714166,II,0.4160999999999999,0.3956,0.40600000000000014,"< 0,01",0.1236930361017952,27,0.2,3.17,72.49999999999999,3.799,4.0,87.16250000000001,F,0.0162511077664954,0.0156891613831639,0.0159703248231833,0.0139743274652468,0.0007143834929401,9,2013-09-12 14:30:00,3.976364780092593,0.0308091240824665,0.0303310571334473,0.030578988878696,0.0289570743723549,0.0006118758349238,2013-09-16T13:55:57,0.0186613162363665,0.0177380938929176,0.0176449961658075,0.0168868895118365,0.0005101959963154,0.0336102710165526,0.0328051616819988,0.032762976733554,0.0310393066342025,0.0008059128987665,102_1_BOA_LC08_228061_20130916,3.976364780092593,LD8,True
114,1.25,36.818200000000004,0.09373333333333386,1.0,1,5.697,103,-2.152492,PC,-55.676202,II,0.2185,0.1974,0.03200000000000003,0.0020245019538910475,0.0479384493983034,28,0.2,2.89,45.99999999999999,5.729,4.0,56.9,F,0.0117946948988763,0.0096294496604226,0.0091557784965032,0.0073836359932674,0.0014258059249655,9,2013-09-12 15:45:00,11.919943472222222,0.0260112001128201,0.0237426027846651,0.0232748946488317,0.0220583125271305,0.0012236030210586,2013-09-24T13:49:43,0.0200566162886677,0.0181231959893562,0.0180334564102863,0.016701037771936,0.001115316366722,0.0356720337873689,0.0338054847149946,0.0334817660241583,0.0323417820218617,0.0011751828987636,103_1_BOA_LE07_228061_20130924,11.919943472222222,LD7,False
38,0.98,34.81416666666667,0,22.92,1,3.119,104,-2.131452,PC,-55.657457,II,0.2874,0.2996999999999999,0.21599999999999975,"< 0,01",0.0473466166896823,29,0.2,2.83,43.500000000000064,3.335,4.3,41.7,F,0.0239042230705242,0.0142172599707045,0.0133656964799176,0.008403257225916,0.0043707193288218,9,2013-09-12 12:00:00,4.08053144675926,0.0360237916796841,0.0290601450286717,0.0280550532848773,0.0235879177291234,0.0036260387483984,2013-09-16T13:55:57,0.0126846787567465,0.0073429386058066,0.0068222766556191,0.0033785889039875,0.0025857256045746,0.0414118060232191,0.031908446178073,0.0307302154310735,0.0249720813311547,0.0047075179392268,104_1_BOA_LC08_228061_20130916,4.08053144675926,LD8,True
40,1.26,19.50157777777778,0.9598666666666664,22.92,1,2.913,105,-2.1572,SL,-55.805249,II,0.1871,0.1752,0.06500000000000039,0.010595907575658065,0.028210692444269,30,0.2,2.76,38.00000000000003,2.978,3.7,16.9,F,0.0051092834897123,0.0041823418248383,0.0042399784157689,0.0032388150598278,0.0006463691021888,9,2013-09-13 14:00:00,2.997198113425926,0.009388784700861,0.0088225301321673,0.0085700220773591,0.0080225765302275,0.0004478391211289,2013-09-16T13:55:57,0.002365446101622,0.001677309024724,0.0017899728544543,0.0008021611275308,0.0005682931971821,0.0109679495011405,0.0103398818816462,0.0102463501450381,0.0094846307680884,0.0004605807881365,105_1_BOA_LC08_228061_20130916,2.997198113425926,LD8,False
120,1.98,21.01435,1.109466666666668,1.0,1,2.813,106,-2.219976,SL,-55.808397,II,0.2096,0.2117,0.14800000000000013,"< 0,01",0.0071019925034523,31,0.2,2.15,12.28571428571428,2.9610000000000003,3.7,27.9,F,0.0013907155956758,0.0001232701140589,0.000349096112253,-0.0009522449991696,0.0006936598377154,9,2013-09-13 15:00:00,10.951193472222222,0.0095327047265961,0.0087891356580539,0.0087122648392408,0.008430455966232,0.0003490394771726,2013-09-24T13:49:43,0.0041977073114105,0.0038659596444125,0.0039377099727302,0.0035064385092751,0.0001815040996498,0.0118406703526669,0.0106581127546454,0.0104446655032384,0.0101400190460702,0.0005709697238832,106_1_BOA_LE07_228061_20130924,10.951193472222222,LD7,False
43,1.6755555555555557,32.11915,1.6480250000000034,22.92,1,2.954,107,-2.177378,SL,-55.806321,II,0.2357,0.243,0.32899999999999974,0.013926839359831737,0.046557506411521,33,0.2,2.75,28.499999999999982,3.283,4.0,35.42222222222223,F,0.0411225659713044,0.0059457482943139,0.0062908406811553,-0.0138166490933038,0.017257854053414,9,2013-09-13 16:30:00,2.893031446759259,0.0258315594851478,0.0176220790487715,0.0191932555037598,0.008086042832164,0.0057661397030629,2013-09-16T13:55:57,0.0262592827813911,0.0035242607655088,0.0051999269024464,-0.0106056518600407,0.0109850788993042,0.0354494581175664,0.0218586262924591,0.023815404338308,0.0089742373954587,0.0085124031586431,107_1_BOA_LC08_228061_20130916,2.893031446759259,LD8,False
132,0.8333333333333334,31.679624999999998,"< 0,01",1.0,1,3.113,112,-2.142593,PC,-55.625756,II,0.4069,0.2695,0.06600000000000072,0.05052316723982363,0.067271651213257,22,0.2,2.54,41.50000000000001,3.1790000000000007,4.3,64.76666666666667,F,0.0104511738872567,0.0093643785659066,0.0095610360928445,0.0072778947576295,0.0010515924452399,9,2013-09-14 13:40:00,10.006749027777778,0.02444144759148,0.0231039365582655,0.0233146316740392,0.020694469025723,0.0012602588346785,2013-09-24T13:49:43,0.0127474714373395,0.0114870713763776,0.0116921894078527,0.0089551600175619,0.00118705712216,0.0336470481611473,0.0325231386494087,0.0323839305803989,0.0304119286504375,0.0009723821029308,112_1_BOA_LE07_228061_20130924,10.006749027777778,LD7,False
51,1.709,21.987933333333338,"< 0,01",22.92,1,3.107,114,-2.112532,PC,-55.621423,II,0.2885999999999999,0.2481,0.133,0.009263899452356783,0.0846320773328072,24,0.2,2.91,68.49999999999994,3.24,4.3,12.24,F,0.0068850515299581,0.0067945996611646,0.00570406545923,0.0023523797511896,0.0015582094610856,5,2013-09-14 15:00:00,1.9555314467592595,0.0245900171761045,0.0240977478477517,0.0229544413472357,0.0210604684939779,0.0012803804126527,2013-09-16T13:55:57,0.0023175907116819,0.0016150566210635,0.001131225626504,-0.0007005244513459,0.0011297359874944,0.0291849359489438,0.0283472245660651,0.0266695603291926,0.0245713810290433,0.0016767472480047,114_1_BOA_LC08_228061_20130916,1.9555314467592595,LD8,True
52,1.4266666666666663,20.3337,0.8227000000000012,22.92,1,2.797,115,-2.201618,SL,-55.792751,II,0.2246,0.2296,0.16,"< 0,01",0.0165713158413888,32,0.2,2.35,15.500000000000028,2.9570000000000003,4.0,28.066666666666666,F,0.0103403717022808,0.0037273948570362,0.0035197276851102,-0.0006554355138505,0.0033667919296403,9,2013-09-14 07:30:00,2.268031446759259,0.0124587269909068,0.0090732476412406,0.0087351294503903,0.0077112373836745,0.0016359489090046,2013-09-16T13:55:57,0.0077808097160847,0.0024030787328977,0.0018271655325427,-0.0010635243862831,0.0027995215190807,0.0133092789660195,0.0091660704300264,0.0088591144491244,0.0073240852877474,0.0019665392542338,115_1_BOA_LC08_228061_20130916,2.268031446759259,LD8,True
54,1.76,23.711599999999997,0.692628571428573,22.92,1,3.019,116,-2.162501,SL,-55.744975,II,0.1861,0.2152,0.3390000000000004,0.011001856163744828,0.0211086999408167,34,0.2,2.79,28.000000000000025,3.3580000000000005,4.3,25.45,F,0.011979496514437,0.0118994396171465,0.0118708143221485,0.0117324793265714,7.557743121727422e-05,9,2013-09-14 10:00:00,2.1638647800925925,0.0231759827737585,0.0230275607961489,0.0229590603396306,0.0228295777878926,9.575267989816168e-05,2013-09-16T13:55:57,0.0046388773522008,0.0045179950759935,0.0044676538433026,0.0042421722723389,0.0001450522358597,0.0264823172737981,0.0261387064324135,0.0259810644870388,0.0257460935290234,0.0002237167720944,116_1_BOA_LC08_228061_20130916,2.1638647800925925,LD8,True
60,3.27,55.9252,"< 0,01",22.92,1,5.501,120,-2.262013,PQ,-55.456187,II,0.533,0.4195,0.806,0.04280074447074496,0.0583941605839416,13,0.2,3.36,29.19999999999995,6.307,3.9,59.21666666666666,F,0.0055296782056709,0.0054312851445746,0.0054223613000129,0.0053633065623011,5.75588321183106e-05,9,2013-09-15 16:30:00,0.8930314467592593,0.0162555498876831,0.0159678323848361,0.0159837492435289,0.0157665224854227,0.000153250314464,2013-09-16T13:55:57,0.0041116597190258,0.0040392038292911,0.0040483048305625,0.0038886058319583,7.167527723792891e-05,0.0139879595395319,0.0138133835268036,0.0138270247788178,0.0135781207129823,0.0001420569501412,120_1_BOA_LC08_228061_20130916,0.8930314467592593,LD8,True
62,1.9833333333333332,17.330325,"< 0,01",22.92,1,3.022,121,-2.20666,PD,-55.623562,II,0.2823,0.2452,0.39400000000000013,"< 0,01",0.0388636811994476,25,0.2,2.54,30.799999999999997,3.416,3.3,11.633333333333335,F,0.0081269692306524,0.0074229622638545,0.0074489899028103,0.0069311817787775,0.0003723882925185,9,2013-09-15 09:00:00,1.2055314467592593,0.0203616821208373,0.0197249554065774,0.0197168848695604,0.0191725185778978,0.0003708725533342,2013-09-16T13:55:57,0.0060676807134497,0.0058557901766035,0.0058453261867445,0.0054159329015595,0.000177716819235,0.0217316522688266,0.0213474155068708,0.0214182445685923,0.0208008764344048,0.0002692090250514,121_1_BOA_LC08_228061_20130916,1.2055314467592593,LD8,False
64,1.2900000000000005,85.8194,"< 0,01",22.92,1,2.982,122,-2.178437,PD,-55.633239,II,0.3779999999999999,0.2645,0.47,"< 0,01",0.0487275596764647,36,0.2,2.75,32.00000000000003,3.452,3.9,38.18,F,0.0128790930578569,0.0125954903448203,0.0125447647149235,0.012298889803675,0.0001794576285204,9,2013-09-15 10:15:00,1.153448113425926,0.0263043911962391,0.026153520571702,0.0261382885075244,0.0259849876097376,0.0001134147186426,2013-09-16T13:55:57,0.0064385653171862,0.0062488592746511,0.0062181461556438,0.0061993628795489,8.327041747873385e-05,0.0262847296671756,0.0258667900114444,0.026015774904301,0.0246629702310562,0.0005276836073166,122_1_BOA_LC08_228061_20130916,1.153448113425926,LD8,False
66,2.3765853658536584,44.1313,"< 0,01",22.92,1,4.684,123,-2.238955,LG,-55.33916,II,0.3826,0.3949,0.03200000000000003,0.05707041271116975,0.0593805484316433,6,0.2,3.49,35.99999999999998,4.716,,25.726829268292686,F,0.0113795361214436,0.0111649961645069,0.0112465964032507,0.0106640007580739,0.0002041426650957,9,2013-09-16 10:30:00,0.1430314467592592,0.0243413651502578,0.0239909518520374,0.0240797934965247,0.0234551802004557,0.0002706704500734,2013-09-16T13:55:57,0.0063663704566066,0.0061492428441347,0.0061232102701257,0.0058197199028572,0.0001460009552287,0.0245592903470639,0.0242485562547268,0.0242423990379638,0.0240072387091756,0.0001708600301322,123_1_BOA_LC08_228061_20130916,0.1430314467592592,LD8,False
68,1.4875000000000005,147.07165714285713,"< 0,01",22.92,1,4.111,124,-2.307096,LG,-55.373301,II,0.57,0.5253,0.44200000000000017,0.01686589346544115,0.0327480765436969,37,0.2,2.83,27.00000000000001,4.553,3.5,44.5625,F,0.0048221051263403,0.004636682133292,0.0045957655745966,0.0045011371069427,0.0001149860606687,9,2013-09-16 13:30:00,0.0180314467592592,0.0161003680891609,0.0159098274367748,0.0159500876434049,0.0157638348802875,0.000121657079106,2013-09-16T13:55:57,0.0061897914875931,0.0060390025728879,0.0061061226490926,0.00579303798639,0.0001375124215008,0.0109096191969383,0.010781452504645,0.0107870557651524,0.0105538503954526,0.0001073584448403,124_1_BOA_LC08_228061_20130916,0.0180314467592592,LD8,True
74,1.4622222222222223,105.10323333333336,"< 0,01",22.92,1,3.586,127,-2.255185,LG,-55.376673,II,0.4379,0.386,0.391,0.021320504157839842,0.0617478792661274,38,0.2,2.89,33.499999999999986,3.977,4.1,58.44444444444444,F,0.0100315716206952,0.0099176663364724,0.0099200019870771,0.0097698209679234,8.463440607526702e-05,9,2013-09-16 11:30:00,0.1013647800925925,0.0226576758199541,0.022295899508831,0.0222039660955481,0.0219874082579979,0.0002387834076422,2013-09-16T13:55:57,0.0063990749973798,0.0063432055359016,0.0063583900961154,0.0062634537789354,4.0440540558061656e-05,0.0214764212934218,0.0211264384418561,0.0211540615976081,0.020731584526634,0.0002670804707751,127_1_BOA_LC08_228061_20130916,0.1013647800925925,LD8,True
86,1.7122222222222223,56.16885,0.7451000000000026,28.02,1,4.002,130,-2.245385,LG,-55.24066,II,0.3699,0.2717,0.133,0.027618859735648055,0.027618859735648,2,0.2,3.2,4.571428571428583,4.135,3.7,12.233333333333334,F,0.0039525981052833,0.0034023226917951,0.0033702903961623,0.0030612663568011,0.000277113848191,9,2013-09-17 12:50:00,-0.953913912037037,0.0143569157996554,0.0137076539552576,0.0138580991851044,0.0130129168052937,0.0004452174149052,2013-09-16T13:56:21,0.003435522624137,0.0030996324620991,0.0030602208436194,0.0027352357724069,0.0002374341537728,0.0111317593483788,0.0105196243983715,0.0105790474787942,0.009884947628985,0.000369217062934,130_1_BOA_LC08_228062_20130916,0.953913912037037,LD8,False
89,1.4375,99.3413,3.03235,28.02,1,4.778,131,-2.19696,LG,-55.29953,II,0.4265,0.3951999999999999,0.4460000000000006,0.026172461384325697,0.0793055829552179,3,0.2,3.54,50.4,5.224,2.3,61.05,F,0.0133415121212232,0.0086975635264936,0.0108952314929561,-0.0098097451294196,0.0073927399176984,9,2013-09-17 13:30:00,-0.9816916898148148,0.0271690414391907,0.0225439710847563,0.0261347242159606,0.0034689619145923,0.007497555809124,2013-09-16T13:56:21,0.029496073913337,0.012143987462579,0.0087182748396468,0.0084179373640609,0.0067826955108679,0.0273443501893633,0.0214447737020656,0.0253022456733813,-0.0001149178337675,0.0085350350063397,131_1_BOA_LC08_228062_20130916,0.9816916898148148,LD8,False
92,1.138,101.60123333333335,"< 0,01",28.02,1,5.484,132,-2.221738,LG,-55.270194,II,0.4802,0.4431,0.5460000000000003,0.054851766386215015,0.0591832708621029,4,0.2,3.3,27.60000000000001,6.03,4.3,32.28,F,0.0086649473358129,0.0082452245076693,0.0082406532501067,0.0080022810152428,0.0001969306348591,9,2013-09-17 15:45:00,-1.075441689814815,0.0218546455372959,0.0215018252688652,0.0215193451224079,0.0212776860203102,0.0001991780613363,2013-09-16T13:56:21,0.0042228470830336,0.004016170908798,0.0040283020864696,0.0037543527136108,0.0001379925147126,0.0183472374140146,0.0180085155331894,0.0180257174998149,0.0177517999618556,0.0001940531024471,132_1_BOA_LC08_228062_20130916,1.075441689814815,LD8,False
94,0.8775,21.00685,"< 0,01",32.66,1,2.982,133,-2.166034,LG,-55.233215,II,0.2330999999999999,0.2236,0.22699999999999987,0.050895049415382206,0.1025843361609785,42,0.2,3.18,68.49999999999994,3.209,3.0,36.55,F,0.0110671551115713,0.003954119614233,0.0094373742721898,-0.0126152243739677,0.007051662408028,9,2013-09-17 11:45:00,15.090890405092592,0.0255644693590669,0.0179713767498438,0.0239550886698893,-0.0011471753079292,0.0081994556022033,2013-10-02T13:55:52,0.0237447440910515,0.0132372269851545,0.0099938195130917,0.0082339571678567,0.0046372211786153,0.0339636317226264,0.0241907398577833,0.0322461139035249,0.0007502697140373,0.0101290719783953,133_1_BOA_LC08_228061_20131002,15.090890405092592,LD8,False
105,0.84375,72.77955,"< 0,01",28.02,1,3.333,136,-2.2035,LG,-55.236138,II,0.2784,0.247,0.806,0.03649635036496351,0.0364963503649635,43,0.2,3.09,23.000000000000032,4.139,4.3,15.8875,F,0.0089163650935684,0.0086431519105903,0.008653817859024,0.0084072778197029,0.0001439089480923,9,2013-09-17 10:45:00,-0.8671083564814814,0.0218748311221987,0.021711780628562,0.0217274115206211,0.0216042286040051,9.011924705945072e-05,2013-09-16T13:56:21,0.0036263680206631,0.0034719605644701,0.0034913987064974,0.0032997048369276,0.0001015492490044,0.0178975557596198,0.0177128024930341,0.0177450585692428,0.0175520042704114,0.0001008706630189,136_1_BOA_LC08_228062_20130916,0.8671083564814814,LD8,False
121,0.7395999999999999,46.7363,"< 0,01",28.02,1,4.503,140,-2.25127,LG,-55.14622,II,0.4538,0.3164,"< 0,001",0.027678960179155145,0.0380745709212862,1,0.2,3.34,23.999999999999996,4.083,3.7,24.791999999999998,F,0.0075324556882842,0.0074049577249744,0.0074376095568795,0.0071795424229013,0.0001041487512957,9,2013-09-18 11:09:05,-1.8838328935185185,0.0188615222236972,0.0187341470803583,0.0187444125325661,0.0186970628898772,4.898465088724563e-05,2013-09-16T13:56:21,0.0045336850288873,0.0044060471519947,0.0044292483395506,0.0042430903476409,9.988564035963629e-05,0.0158649715484771,0.0156477043588153,0.0156766799885455,0.0154730150998729,0.0001274529995627,140_1_BOA_LC08_228062_20130916,1.8838328935185185,LD8,False
132,1.14,8.426428571428573,0.07022857142857118,22.92,1,3.414,143,-2.180361111111111,AM,-55.016444444444446,II,0.2484,0.2683,0.03200000000000003,0.017457726174062167,0.033339909252318,46,0.2,2.4,35.60000000000002,3.446,,31.166666666666668,F,0.0056949018364684,0.005193593489093,0.0051596697128198,0.0045031811663999,0.0002922852282129,9,2013-09-18 15:00:00,-2.044468553240741,0.0164124006511819,0.0161948389421955,0.0162917643638178,0.0155871444064329,0.0002612233643725,2013-09-16T13:55:57,0.0047213923711387,0.0044853867524341,0.0044562929557041,0.0040566791497668,0.000196907698626,0.0247161457384758,0.0244581722365744,0.0245135903977489,0.0238699829592253,0.0002585861335047,143_1_BOA_LC08_228061_20130916,2.044468553240741,LD8,False
135,4.7,5.15204,2.8411999999999993,63.26,1,4.139333333333333,144,-2.262013,PQ,-55.456187,III,0.4400666666666666,0.3319666666666667,1.3036666666666668,0.06834267223537248,0.0616164161241533,13,0.2,2.11,6.000000000000013,5.4430000000000005,,60.29999999999999,HW,0.013175812284573,0.012192093837534,0.0118209113198099,0.01039505564273,0.0008509275128251,8,2014-05-27 17:30:00,2.8497108333333334,0.0131472546621992,0.0119259401023043,0.0117817286041946,0.0112006177338514,0.0005841811265007,2014-05-30T13:53:35,0.0089001014005329,0.0075203998457839,0.0076044205582539,0.0058737418147496,0.0009643684966462,0.0127132877035389,0.0111095072784856,0.0108037035229354,0.0099852971185989,0.0008937959968523,144_1_BOA_LC08_228061_20140530,2.8497108333333334,LD8,False
197,1.5109090909090908,4.527579999999999,1.08174,23.0,1,4.433,147,-2.251349,PQ,-55.543966,III,0.3165666666666666,0.1974333333333333,1.4610000000000003,0.05584591394821348,0.0717433338594068,7,0.2,2.09,8.857142857142874,5.894000000000001,,8.145454545454545,HW,0.0071137559063794,0.0063402426047776,0.0063937005679148,0.0052066088133163,0.0006987180763579,9,2014-05-28 14:30:00,9.973198344907408,0.0106558035786538,0.0100172718675285,0.0099563180604569,0.0093971427548393,0.0004158161540558,2014-06-07T13:51:24,0.0048365634972588,0.0040120407808621,0.0042448736563574,0.0026619225219453,0.0006093180468189,0.0131003471792375,0.011692166595599,0.0114922019079275,0.0107583083430636,0.0006521566326999,147_1_BOA_LE07_228061_20140607,9.973198344907408,LD7,False
199,1.4466666666666663,2.31972,"< 0,001",23.0,1,3.1946666666666665,148,-2.240289,PQ,-55.582417,III,0.3774,0.2368333333333333,1.495,0.06569389510286776,0.062208098046952,8,0.2,1.99,8.285714285714286,4.689666666666667,,7.883333333333333,HW,0.0073650708765659,0.0064356447673174,0.0063446574005806,0.0052661957020025,0.0007511578198442,9,2014-05-28 16:00:00,9.910698344907408,0.0103013499790629,0.008992019287004,0.0090304554594217,0.007839390938203,0.0008093639141656,2014-06-07T13:51:24,0.0054894299749802,0.0044629502430365,0.0044968349061172,0.0027437099326409,0.0008014073647835,0.0133135548073092,0.0115796102342108,0.0114166267492637,0.0102591956592382,0.0010790209878241,148_1_BOA_LE07_228061_20140607,9.910698344907408,LD7,False
150,0.76,1.8524000000000005,1.1229799999999992,71.25,1,3.715666666666667,149,-2.258797,PQ,-55.623565,III,0.4587666666666667,0.3643666666666667,0.7356666666666665,0.1366538,0.0785163578615111,9,0.2,2.1,6.599999999999994,4.451333333333333,,7.65,HW,0.0108780621576551,0.0054501903421305,0.0049726458167127,0.002117268887297,0.0025153741061894,9,2014-05-28 17:00:00,-14.129198229166668,0.0110716935586787,0.0072258015782397,0.0063121794817929,0.0029069901109764,0.0026989117262872,2014-05-14T13:53:57,0.0135225964946338,0.0055805717593655,0.0039595848591437,0.0019021133966717,0.0037241463865237,0.0132562743566001,0.0082902724460947,0.0070343621747706,0.0034948270294166,0.0033365480338242,149_1_BOA_LC08_228062_20140514,14.129198229166668,LD8,False
154,,4.60174,4.625920000000001,63.26,1,4.543,151,-2.229907,PQ,-55.495172,III,0.4998,0.4158,0.38949999999999996,0.022063812770996755,0.0598408939961859,11,0.2,1.76,10.571428571428555,4.561333333333333,,,HW,0.0141191007070851,0.0112751221914974,0.0110537485732676,0.0095539601781598,0.0016093067811918,9,2014-05-28 11:45:00,2.0892941666666665,0.0139094564387437,0.0128432032243175,0.0127589760963992,0.0122037739132976,0.0005436184622105,2014-05-30T13:53:35,0.0071510389958042,0.0046741314407175,0.0044017040362276,0.0032711459047306,0.0011499042242509,0.0149354594573725,0.0136741893619848,0.0134919522957642,0.0126868848196012,0.0007010678241092,151_1_BOA_LC08_228061_20140530,2.0892941666666665,LD8,False
158,1.336666666666667,4.8853,0.6357800000000002,63.26,1,3.161666666666666,152,-2.251349,PQ,-55.492699,III,0.3677333333333333,0.2867333333333333,1.3896666666666668,0.04496294574320807,0.0474781803116985,12,0.2,2.3,6.571428571428561,4.551333333333333,,4.566666666666666,HW,0.0070569565552442,0.0056023407661601,0.0060732835147103,0.0055257482841467,0.0004752664165844,6,2014-05-28 13:17:00,2.025405277777778,0.0052978037745175,0.0038354000189243,0.0039708872861435,0.0036878612453236,0.000526179191872,2014-05-30T13:53:35,0.0101757758562252,0.0104969082143828,0.0096366547776082,0.0084438400545038,0.0005792452561587,0.0038580415732926,0.0022019201505956,0.0022562788288662,0.001767326801805,0.0006616830566687,152_1_BOA_LC08_228061_20140530,2.025405277777778,LD8,True
210,0.7076923076923076,3.48264,2.6949199999999984,23.0,1,3.045,155,-2.170323,GP,-55.493823,III,0.3141666666666666,0.2564333333333333,0.9833333333333331,0.07734249153679226,0.0693100675346879,14,0.2,2.07,5.999999999999995,4.028333333333333,,14.561538461538465,HW,0.0086609899488808,0.0081430521508986,0.0081458460658765,0.0074393226066917,0.0003377401103019,9,2014-05-29 10:45:00,9.129448344907408,0.0148785568158186,0.014258171063035,0.0142654328871229,0.0136132638731712,0.0004102003799375,2014-06-07T13:51:24,0.0054099068710445,0.0051473118833393,0.0052626795188124,0.0047032082333823,0.0002037910129225,0.0211499494907929,0.0202313508535442,0.0202147805561874,0.0188664208877307,0.0006488001282609,155_1_BOA_LE07_228061_20140607,9.129448344907408,LD7,True
212,1.2133333333333332,4.207380000000001,3.029780000000002,23.0,1,3.7456666666666663,156,-2.133265,GP,-55.488798,III,0.3654,0.3019,1.191,0.07244995834484119,0.0666796721904386,15,0.2,2.34,20.85714285714286,4.936666666666667,,19.566666666666666,HW,0.0108911011690483,0.0091655943818668,0.0088973992370188,0.0078000060925441,0.0009922366173557,9,2014-05-29 11:50:00,9.084309456018518,0.0180846800230854,0.0167147635735373,0.0165673564881644,0.0156492073641412,0.0007493817024868,2014-06-07T13:51:24,0.0076326751770583,0.0061041193639376,0.0059021138843892,0.0052401659760021,0.0007860148341454,0.0239770835351526,0.0223933584421671,0.0219669901241615,0.0215898525158714,0.0008805638326694,156_1_BOA_LE07_228061_20140607,9.084309456018518,LD7,False
213,1.21,1.0772400000000002,0.78596,23.0,1,3.702333333333333,157,-2.070564,SN,-55.486853,III,0.3133666666666666,0.2882666666666666,1.3086666666666664,0.05502698648356122,0.0635235024002104,16,0.2,1.94,12.28571428571428,5.011,,12.6,HW,0.0089261603084564,0.0049910702995743,0.0045799772129369,0.0034257940826267,0.001611797392714,9,2014-05-29 14:00:00,8.994031678240741,0.0118440860777112,0.0074649608023265,0.0071366959971064,0.0053689926075346,0.0019438053510191,2014-06-07T13:51:24,0.0083770418538404,0.0032525575157256,0.0027062972701102,0.0014853508477889,0.001967964790022,0.0151889622418056,0.0102185263328845,0.0097976224508016,0.0067371524181833,0.0027887610318978,157_1_BOA_LE07_228061_20140607,8.994031678240741,LD7,False
214,0.9533333333333333,1.2876599999999996,0.5924600000000004,23.0,1,3.4926666666666666,158,-2.037612,SN,-55.486403,III,0.3884333333333333,0.2687666666666666,1.2296666666666665,0.08828533734299755,0.0848952008285657,17,0.2,1.76,11.714285714285694,4.722333333333334,,10.766666666666666,HW,0.0066822384739917,0.0060431100146249,0.0061642528636144,0.0053588150476744,0.0004566987140325,9,2014-05-29 15:00:00,8.952365011574074,0.0105139686815326,0.0100836849484697,0.01005012079835,0.0087661636030137,0.0005247814037475,2014-06-07T13:51:24,0.0060878307481242,0.0055653291138242,0.0056118913618301,0.0050333734595496,0.0003541387173029,0.01430077499727,0.0139129398007751,0.0139905859765353,0.01312296570013,0.0003650822410451,158_1_BOA_LE07_228061_20140607,8.952365011574074,LD7,True
